cod_distrito,cod_concelho,nome_concelho,casos,dia
9,4,Figueira de Castelo Rodrigo,,26-03-2020
10,8,Figueiró dos Vinhos,,26-03-2020
9,5,Fornos de Algodres,,26-03-2020
4,4,Freixo de Espada à Cinta,,26-03-2020
12,8,Fronteira,,26-03-2020
31,3,Funchal,20,26-03-2020
5,4,Fundão,,26-03-2020
12,9,Gavião,,26-03-2020
14,12,Golegã,,26-03-2020
13,4,Gondomar,114,26-03-2020
9,6,Gouveia,,26-03-2020
15,5,Grândola,6,26-03-2020
9,7,Guarda,,26-03-2020
3,8,Guimarães,41,26-03-2020
6,6,Góis,,26-03-2020
47,1,Horta,3,26-03-2020
5,5,Idanha-a-Nova,,26-03-2020
8,6,Lagoa (Algarve),,26-03-2020
42,1,Lagoa (São Miguel),,26-03-2020
8,7,Lagos,4,26-03-2020
48,1,Lajes das Flores,,26-03-2020
46,1,Lajes do Pico,,26-03-2020
18,5,Lamego,,26-03-2020
10,9,Leiria,7,26-03-2020
11,6,Lisboa,284,26-03-2020
8,8,Loulé,8,26-03-2020
11,7,Loures,28,26-03-2020
11,8,Lourinhã,,26-03-2020
13,5,Lousada,33,26-03-2020
6,7,Lousã,,26-03-2020
4,5,Macedo de Cavaleiros,3,26-03-2020
31,4,Machico,,26-03-2020
46,2,Madalena,3,26-03-2020
11,9,Mafra,8,26-03-2020
13,6,Maia,157,26-03-2020
18,6,Mangualde,,26-03-2020
9,8,Manteigas,,26-03-2020
13,7,Marco de Canaveses,6,26-03-2020
10,10,Marinha Grande,6,26-03-2020
12,10,Marvão,,26-03-2020
13,8,Matosinhos,81,26-03-2020
14,13,Mação,,26-03-2020
1,11,Mealhada,,26-03-2020
9,9,Meda,,26-03-2020
16,3,Melgaço,,26-03-2020
17,4,Mesão Frio,,26-03-2020
6,8,Mira,,26-03-2020
6,9,Miranda do Corvo,,26-03-2020
4,6,Miranda do Douro,,26-03-2020
4,7,Mirandela,5,26-03-2020
4,8,Mogadouro,,26-03-2020
18,7,Moimenta da Beira,,26-03-2020
15,6,Moita,5,26-03-2020
8,9,Monchique,,26-03-2020
17,5,Mondim de Basto,,26-03-2020
12,11,Monforte,,26-03-2020
17,6,Montalegre,,26-03-2020
7,6,Montemor-o-Novo,,26-03-2020
6,10,Montemor-o-Velho,4,26-03-2020
15,7,Montijo,4,26-03-2020
16,4,Monção,,26-03-2020
7,7,Mora,,26-03-2020
18,8,Mortágua,,26-03-2020
2,10,Moura,,26-03-2020
7,8,Mourão,,26-03-2020
1,12,Murtosa,,26-03-2020
17,7,Murça,,26-03-2020
2,9,Mértola,,26-03-2020
10,11,Nazaré,,26-03-2020
18,9,Nelas,3,26-03-2020
12,12,Nisa,,26-03-2020
42,2,Nordeste,,26-03-2020
2,11,Odemira,,26-03-2020
11,16,Odivelas,18,26-03-2020
11,10,Oeiras,17,26-03-2020
5,6,Oleiros,,26-03-2020
8,10,Olhão,,26-03-2020
1,13,Oliveira de Azeméis,26,26-03-2020
18,10,Oliveira de Frades,,26-03-2020
1,14,Oliveira do Bairro,6,26-03-2020
6,11,Oliveira do Hospital,,26-03-2020
2,12,Ourique,,26-03-2020
14,21,Ourém,3,26-03-2020
1,15,Ovar,119,26-03-2020
15,8,Palmela,,26-03-2020
6,12,Pampilhosa da Serra,,26-03-2020
13,10,Paredes,16,26-03-2020
16,5,Paredes de Coura,,26-03-2020
13,9,Paços de Ferreira,19,26-03-2020
10,13,Pedrógão Grande,,26-03-2020
6,13,Penacova,,26-03-2020
13,11,Penafiel,11,26-03-2020
18,11,Penalva do Castelo,,26-03-2020
5,7,Penamacor,,26-03-2020
18,12,Penedono,,26-03-2020
6,14,Penela,,26-03-2020
10,14,Peniche,,26-03-2020
17,8,Peso da Régua,,26-03-2020
9,10,Pinhel,,26-03-2020
10,15,Pombal,12,26-03-2020
42,3,Ponta Delgada,5,26-03-2020
31,5,Ponta do Sol,,26-03-2020
16,6,Ponte da Barca,,26-03-2020
16,7,Ponte de Lima,5,26-03-2020
12,13,Ponte de Sor,,26-03-2020
12,14,Portalegre,,26-03-2020
7,9,Portel,,26-03-2020
8,11,Portimão,16,26-03-2020
13,12,Porto,259,26-03-2020
31,6,Porto Moniz,,26-03-2020
32,1,Porto Santo,,26-03-2020
10,16,Porto de Mós,,26-03-2020
42,4,Povoação,,26-03-2020
43,2,Praia da Vitória,6,26-03-2020
5,8,Proença-a-Nova,,26-03-2020
3,9,Póvoa de Lanhoso,4,26-03-2020
13,13,Póvoa de Varzim,13,26-03-2020
7,10,Redondo,,26-03-2020
7,11,Reguengos de Monsaraz,,26-03-2020
18,13,Resende,3,26-03-2020
31,7,Ribeira Brava,,26-03-2020
42,5,Ribeira Grande,,26-03-2020
17,9,Ribeira de Pena,,26-03-2020
14,14,Rio Maior,,26-03-2020
17,10,Sabrosa,,26-03-2020
9,11,Sabugal,,26-03-2020
14,15,Salvaterra de Magos,,26-03-2020
18,14,Santa Comba Dão,,26-03-2020
31,8,Santa Cruz,,26-03-2020
44,1,Santa Cruz da Graciosa,,26-03-2020
48,2,Santa Cruz das Flores,,26-03-2020
1,9,Santa Maria da Feira,45,26-03-2020
17,11,Santa Marta de Penaguião,,26-03-2020
31,9,Santana,,26-03-2020
14,16,Santarém,9,26-03-2020
15,9,Santiago do Cacém,,26-03-2020
13,14,Santo Tirso,13,26-03-2020
14,17,Sardoal,,26-03-2020
9,12,Seia,,26-03-2020
15,10,Seixal,29,26-03-2020
18,18,Sernancelhe,,26-03-2020
2,13,Serpa,,26-03-2020
5,9,Sertã,,26-03-2020
15,11,Sesimbra,4,26-03-2020
15,12,Setúbal,9,26-03-2020
1,17,Sever do Vouga,,26-03-2020
8,13,Silves,5,26-03-2020
15,13,Sines,,26-03-2020
11,11,Sintra,8,26-03-2020
11,12,Sobral de Monte Agraço,,26-03-2020
6,15,Soure,7,26-03-2020
12,15,Sousel,,26-03-2020
18,17,Sátão,,26-03-2020
8,12,São Brás de Alportel,,26-03-2020
1,16,São João da Madeira,3,26-03-2020
18,15,São João da Pesqueira,,26-03-2020
18,16,São Pedro do Sul,,26-03-2020
46,3,São Roque do Pico,,26-03-2020
31,10,São Vicente,,26-03-2020
18,19,Tabuaço,,26-03-2020
18,20,Tarouca,,26-03-2020
8,14,Tavira,,26-03-2020
3,10,Terras de Bouro,,26-03-2020
14,18,Tomar,,26-03-2020
18,21,Tondela,,26-03-2020
4,9,Torre de Moncorvo,,26-03-2020
14,19,Torres Novas,,26-03-2020
11,13,Torres Vedras,,26-03-2020
9,13,Trancoso,,26-03-2020
13,18,Trofa,8,26-03-2020
6,16,Tábua,,26-03-2020
1,18,Vagos,3,26-03-2020
1,19,Vale de Cambra,3,26-03-2020
16,8,Valença,,26-03-2020
13,15,Valongo,100,26-03-2020
17,12,Valpaços,,26-03-2020
45,2,Velas,7,26-03-2020
7,12,Vendas Novas,,26-03-2020
7,13,Viana do Alentejo,,26-03-2020
16,9,Viana do Castelo,19,26-03-2020
2,14,Vidigueira,,26-03-2020
3,11,Vieira do Minho,,26-03-2020
4,10,Vila Flor,,26-03-2020
11,14,Vila Franca de Xira,6,26-03-2020
42,6,Vila Franca do Campo,,26-03-2020
14,20,Vila Nova da Barquinha,,26-03-2020
16,10,Vila Nova de Cerveira,,26-03-2020
3,12,Vila Nova de Famalicão,44,26-03-2020
9,14,Vila Nova de Foz Côa,,26-03-2020
13,17,Vila Nova de Gaia,163,26-03-2020
18,22,Vila Nova de Paiva,,26-03-2020
6,17,Vila Nova de Poiares,,26-03-2020
17,13,Vila Pouca de Aguiar,,26-03-2020
17,14,Vila Real,8,26-03-2020
8,16,Vila Real de Santo António,3,26-03-2020
5,11,Vila Velha de Ródão,,26-03-2020
3,13,Vila Verde,,26-03-2020
7,14,Vila Viçosa,,26-03-2020
5,10,Vila de Rei,,26-03-2020
8,15,Vila do Bispo,,26-03-2020
13,16,Vila do Conde,12,26-03-2020
41,1,Vila do Porto,,26-03-2020
4,11,Vimioso,,26-03-2020
4,12,Vinhais,,26-03-2020
18,23,Viseu,20,26-03-2020
3,14,Vizela,,26-03-2020
18,24,Vouzela,,26-03-2020
1,1,Águeda,10,26-03-2020
7,5,Évora,8,26-03-2020
1,10,Ílhavo,10,26-03-2020
10,12,Óbidos,,26-03-2020
14,1,Abrantes,,27-03-2020
9,1,Aguiar da Beira,,27-03-2020
7,1,Alandroal,,27-03-2020
1,2,Albergaria-a-Velha,28,27-03-2020
8,1,Albufeira,22,27-03-2020
14,2,Alcanena,,27-03-2020
10,1,Alcobaça,,27-03-2020
15,2,Alcochete,3,27-03-2020
8,2,Alcoutim,,27-03-2020
15,1,Alcácer do Sal,,27-03-2020
11,1,Alenquer,,27-03-2020
4,1,Alfândega da Fé,,27-03-2020
17,1,Alijó,,27-03-2020
8,3,Aljezur,,27-03-2020
2,1,Aljustrel,,27-03-2020
15,3,Almada,35,27-03-2020
9,2,Almeida,3,27-03-2020
14,3,Almeirim,3,27-03-2020
2,2,Almodôvar,,27-03-2020
14,4,Alpiarça,,27-03-2020
12,1,Alter do Chão,,27-03-2020
10,2,Alvaiázere,3,27-03-2020
2,3,Alvito,,27-03-2020
11,15,Amadora,31,27-03-2020
13,1,Amarante,3,27-03-2020
3,1,Amares,7,27-03-2020
1,3,Anadia,4,27-03-2020
43,1,Angra do Heroísmo,,27-03-2020
10,3,Ansião,,27-03-2020
16,1,Arcos de Valdevez,8,27-03-2020
6,1,Arganil,,27-03-2020
18,1,Armamar,,27-03-2020
1,4,Arouca,,27-03-2020
7,2,Arraiolos,,27-03-2020
12,2,Arronches,,27-03-2020
11,2,Arruda dos Vinhos,,27-03-2020
1,5,Aveiro,55,27-03-2020
12,3,Avis,,27-03-2020
11,3,Azambuja,,27-03-2020
13,2,Baião,,27-03-2020
3,2,Barcelos,20,27-03-2020
2,4,Barrancos,,27-03-2020
15,4,Barreiro,6,27-03-2020
10,4,Batalha,,27-03-2020
2,5,Beja,,27-03-2020
5,1,Belmonte,,27-03-2020
14,5,Benavente,,27-03-2020
10,5,Bombarral,,27-03-2020
7,3,Borba,,27-03-2020
17,2,Boticas,,27-03-2020
3,3,Braga,131,27-03-2020
4,2,Bragança,20,27-03-2020
3,4,Cabeceiras de Basto,,27-03-2020
11,4,Cadaval,,27-03-2020
10,6,Caldas da Rainha,,27-03-2020
31,1,Calheta (Madeira),,27-03-2020
45,1,Calheta (São Jorge),,27-03-2020
16,2,Caminha,3,27-03-2020
12,4,Campo Maior,,27-03-2020
6,2,Cantanhede,4,27-03-2020
4,3,Carrazeda de Ansiães,,27-03-2020
18,2,Carregal do Sal,,27-03-2020
14,6,Cartaxo,4,27-03-2020
11,5,Cascais,44,27-03-2020
10,7,Castanheira de Pêra,,27-03-2020
5,2,Castelo Branco,,27-03-2020
1,6,Castelo de Paiva,,27-03-2020
12,5,Castelo de Vide,,27-03-2020
18,3,Castro Daire,,27-03-2020
8,4,Castro Marim,,27-03-2020
2,6,Castro Verde,,27-03-2020
9,3,Celorico da Beira,,27-03-2020
3,5,Celorico de Basto,,27-03-2020
14,7,Chamusca,,27-03-2020
17,3,Chaves,3,27-03-2020
18,4,Cinfães,,27-03-2020
6,3,Coimbra,109,27-03-2020
6,4,Condeixa-a-Nova,5,27-03-2020
14,8,Constância,,27-03-2020
14,9,Coruche,4,27-03-2020
49,1,Corvo,,27-03-2020
5,3,Covilhã,,27-03-2020
12,6,Crato,,27-03-2020
2,7,Cuba,,27-03-2020
31,2,Câmara de Lobos,,27-03-2020
12,7,Elvas,,27-03-2020
14,10,Entroncamento,,27-03-2020
1,7,Espinho,17,27-03-2020
3,6,Esposende,5,27-03-2020
1,8,Estarreja,9,27-03-2020
7,4,Estremoz,,27-03-2020
3,7,Fafe,5,27-03-2020
8,5,Faro,26,27-03-2020
13,3,Felgueiras,26,27-03-2020
2,8,Ferreira do Alentejo,,27-03-2020
14,11,Ferreira do Zêzere,,27-03-2020
6,5,Figueira da Foz,3,27-03-2020
9,4,Figueira de Castelo Rodrigo,,27-03-2020
10,8,Figueiró dos Vinhos,,27-03-2020
9,5,Fornos de Algodres,,27-03-2020
4,4,Freixo de Espada à Cinta,,27-03-2020
12,8,Fronteira,,27-03-2020
31,3,Funchal,20,27-03-2020
5,4,Fundão,,27-03-2020
12,9,Gavião,,27-03-2020
14,12,Golegã,,27-03-2020
13,4,Gondomar,149,27-03-2020
9,6,Gouveia,,27-03-2020
15,5,Grândola,6,27-03-2020
9,7,Guarda,,27-03-2020
3,8,Guimarães,51,27-03-2020
6,6,Góis,,27-03-2020
47,1,Horta,3,27-03-2020
5,5,Idanha-a-Nova,,27-03-2020
8,6,Lagoa (Algarve),4,27-03-2020
42,1,Lagoa (São Miguel),,27-03-2020
8,7,Lagos,,27-03-2020
48,1,Lajes das Flores,,27-03-2020
46,1,Lajes do Pico,,27-03-2020
18,5,Lamego,,27-03-2020
10,9,Leiria,7,27-03-2020
11,6,Lisboa,284,27-03-2020
8,8,Loulé,14,27-03-2020
11,7,Loures,28,27-03-2020
11,8,Lourinhã,,27-03-2020
13,5,Lousada,38,27-03-2020
6,7,Lousã,,27-03-2020
4,5,Macedo de Cavaleiros,4,27-03-2020
31,4,Machico,,27-03-2020
46,2,Madalena,3,27-03-2020
11,9,Mafra,8,27-03-2020
13,6,Maia,171,27-03-2020
18,6,Mangualde,,27-03-2020
9,8,Manteigas,,27-03-2020
13,7,Marco de Canaveses,6,27-03-2020
10,10,Marinha Grande,6,27-03-2020
12,10,Marvão,,27-03-2020
13,8,Matosinhos,107,27-03-2020
14,13,Mação,,27-03-2020
1,11,Mealhada,,27-03-2020
9,9,Meda,,27-03-2020
16,3,Melgaço,,27-03-2020
17,4,Mesão Frio,,27-03-2020
6,8,Mira,,27-03-2020
6,9,Miranda do Corvo,,27-03-2020
4,6,Miranda do Douro,,27-03-2020
4,7,Mirandela,6,27-03-2020
4,8,Mogadouro,,27-03-2020
18,7,Moimenta da Beira,,27-03-2020
15,6,Moita,5,27-03-2020
8,9,Monchique,,27-03-2020
17,5,Mondim de Basto,,27-03-2020
12,11,Monforte,,27-03-2020
17,6,Montalegre,,27-03-2020
7,6,Montemor-o-Novo,,27-03-2020
6,10,Montemor-o-Velho,8,27-03-2020
15,7,Montijo,4,27-03-2020
16,4,Monção,,27-03-2020
7,7,Mora,,27-03-2020
18,8,Mortágua,,27-03-2020
2,10,Moura,,27-03-2020
7,8,Mourão,,27-03-2020
1,12,Murtosa,4,27-03-2020
17,7,Murça,,27-03-2020
2,9,Mértola,,27-03-2020
10,11,Nazaré,,27-03-2020
18,9,Nelas,3,27-03-2020
12,12,Nisa,,27-03-2020
42,2,Nordeste,,27-03-2020
2,11,Odemira,,27-03-2020
11,16,Odivelas,18,27-03-2020
11,10,Oeiras,17,27-03-2020
5,6,Oleiros,,27-03-2020
8,10,Olhão,,27-03-2020
1,13,Oliveira de Azeméis,30,27-03-2020
18,10,Oliveira de Frades,,27-03-2020
1,14,Oliveira do Bairro,7,27-03-2020
6,11,Oliveira do Hospital,,27-03-2020
2,12,Ourique,,27-03-2020
14,21,Ourém,3,27-03-2020
1,15,Ovar,145,27-03-2020
15,8,Palmela,,27-03-2020
6,12,Pampilhosa da Serra,,27-03-2020
13,10,Paredes,18,27-03-2020
16,5,Paredes de Coura,,27-03-2020
13,9,Paços de Ferreira,22,27-03-2020
10,13,Pedrógão Grande,,27-03-2020
6,13,Penacova,4,27-03-2020
13,11,Penafiel,11,27-03-2020
18,11,Penalva do Castelo,,27-03-2020
5,7,Penamacor,,27-03-2020
18,12,Penedono,,27-03-2020
6,14,Penela,,27-03-2020
10,14,Peniche,,27-03-2020
17,8,Peso da Régua,,27-03-2020
9,10,Pinhel,,27-03-2020
10,15,Pombal,13,27-03-2020
42,3,Ponta Delgada,5,27-03-2020
31,5,Ponta do Sol,,27-03-2020
16,6,Ponte da Barca,,27-03-2020
16,7,Ponte de Lima,5,27-03-2020
12,13,Ponte de Sor,,27-03-2020
12,14,Portalegre,,27-03-2020
7,9,Portel,,27-03-2020
8,11,Portimão,17,27-03-2020
13,12,Porto,317,27-03-2020
31,6,Porto Moniz,,27-03-2020
32,1,Porto Santo,,27-03-2020
10,16,Porto de Mós,,27-03-2020
42,4,Povoação,,27-03-2020
43,2,Praia da Vitória,6,27-03-2020
5,8,Proença-a-Nova,,27-03-2020
3,9,Póvoa de Lanhoso,7,27-03-2020
13,13,Póvoa de Varzim,15,27-03-2020
7,10,Redondo,,27-03-2020
7,11,Reguengos de Monsaraz,,27-03-2020
18,13,Resende,9,27-03-2020
31,7,Ribeira Brava,,27-03-2020
42,5,Ribeira Grande,,27-03-2020
17,9,Ribeira de Pena,,27-03-2020
14,14,Rio Maior,,27-03-2020
17,10,Sabrosa,,27-03-2020
9,11,Sabugal,,27-03-2020
14,15,Salvaterra de Magos,,27-03-2020
18,14,Santa Comba Dão,,27-03-2020
31,8,Santa Cruz,,27-03-2020
44,1,Santa Cruz da Graciosa,,27-03-2020
48,2,Santa Cruz das Flores,,27-03-2020
1,9,Santa Maria da Feira,54,27-03-2020
17,11,Santa Marta de Penaguião,,27-03-2020
31,9,Santana,,27-03-2020
14,16,Santarém,9,27-03-2020
15,9,Santiago do Cacém,,27-03-2020
13,14,Santo Tirso,20,27-03-2020
14,17,Sardoal,,27-03-2020
9,12,Seia,,27-03-2020
15,10,Seixal,29,27-03-2020
18,18,Sernancelhe,,27-03-2020
2,13,Serpa,,27-03-2020
5,9,Sertã,,27-03-2020
15,11,Sesimbra,4,27-03-2020
15,12,Setúbal,9,27-03-2020
1,17,Sever do Vouga,,27-03-2020
8,13,Silves,5,27-03-2020
15,13,Sines,,27-03-2020
11,11,Sintra,8,27-03-2020
11,12,Sobral de Monte Agraço,,27-03-2020
6,15,Soure,7,27-03-2020
12,15,Sousel,,27-03-2020
18,17,Sátão,,27-03-2020
8,12,São Brás de Alportel,,27-03-2020
1,16,São João da Madeira,9,27-03-2020
18,15,São João da Pesqueira,,27-03-2020
18,16,São Pedro do Sul,,27-03-2020
46,3,São Roque do Pico,,27-03-2020
31,10,São Vicente,,27-03-2020
18,19,Tabuaço,,27-03-2020
18,20,Tarouca,,27-03-2020
8,14,Tavira,,27-03-2020
3,10,Terras de Bouro,,27-03-2020
14,18,Tomar,,27-03-2020
18,21,Tondela,,27-03-2020
4,9,Torre de Moncorvo,3,27-03-2020
14,19,Torres Novas,,27-03-2020
11,13,Torres Vedras,,27-03-2020
9,13,Trancoso,,27-03-2020
13,18,Trofa,8,27-03-2020
6,16,Tábua,,27-03-2020
1,18,Vagos,4,27-03-2020
1,19,Vale de Cambra,5,27-03-2020
16,8,Valença,,27-03-2020
13,15,Valongo,108,27-03-2020
17,12,Valpaços,,27-03-2020
45,2,Velas,7,27-03-2020
7,12,Vendas Novas,,27-03-2020
7,13,Viana do Alentejo,,27-03-2020
16,9,Viana do Castelo,19,27-03-2020
2,14,Vidigueira,,27-03-2020
3,11,Vieira do Minho,,27-03-2020
4,10,Vila Flor,,27-03-2020
11,14,Vila Franca de Xira,6,27-03-2020
42,6,Vila Franca do Campo,,27-03-2020
14,20,Vila Nova da Barquinha,,27-03-2020
16,10,Vila Nova de Cerveira,,27-03-2020
3,12,Vila Nova de Famalicão,48,27-03-2020
9,14,Vila Nova de Foz Côa,,27-03-2020
13,17,Vila Nova de Gaia,262,27-03-2020
18,22,Vila Nova de Paiva,,27-03-2020
6,17,Vila Nova de Poiares,,27-03-2020
17,13,Vila Pouca de Aguiar,,27-03-2020
17,14,Vila Real,34,27-03-2020
8,16,Vila Real de Santo António,5,27-03-2020
5,11,Vila Velha de Ródão,,27-03-2020
3,13,Vila Verde,5,27-03-2020
7,14,Vila Viçosa,,27-03-2020
5,10,Vila de Rei,,27-03-2020
8,15,Vila do Bispo,,27-03-2020
13,16,Vila do Conde,15,27-03-2020
41,1,Vila do Porto,,27-03-2020
4,11,Vimioso,,27-03-2020
4,12,Vinhais,,27-03-2020
18,23,Viseu,21,27-03-2020
3,14,Vizela,3,27-03-2020
18,24,Vouzela,,27-03-2020
1,1,Águeda,10,27-03-2020
7,5,Évora,8,27-03-2020
1,10,Ílhavo,12,27-03-2020
10,12,Óbidos,,27-03-2020
14,1,Abrantes,,28-03-2020
9,1,Aguiar da Beira,,28-03-2020
7,1,Alandroal,,28-03-2020
1,2,Albergaria-a-Velha,28,28-03-2020
8,1,Albufeira,22,28-03-2020
14,2,Alcanena,,28-03-2020
10,1,Alcobaça,,28-03-2020
15,2,Alcochete,3,28-03-2020
8,2,Alcoutim,,28-03-2020
15,1,Alcácer do Sal,,28-03-2020
11,1,Alenquer,,28-03-2020
4,1,Alfândega da Fé,,28-03-2020
17,1,Alijó,,28-03-2020
8,3,Aljezur,,28-03-2020
2,1,Aljustrel,,28-03-2020
15,3,Almada,53,28-03-2020
9,2,Almeida,3,28-03-2020
14,3,Almeirim,7,28-03-2020
2,2,Almodôvar,,28-03-2020
14,4,Alpiarça,3,28-03-2020
12,1,Alter do Chão,,28-03-2020
10,2,Alvaiázere,4,28-03-2020
2,3,Alvito,,28-03-2020
11,15,Amadora,41,28-03-2020
13,1,Amarante,4,28-03-2020
3,1,Amares,8,28-03-2020
1,3,Anadia,4,28-03-2020
43,1,Angra do Heroísmo,,28-03-2020
10,3,Ansião,,28-03-2020
16,1,Arcos de Valdevez,7,28-03-2020
6,1,Arganil,,28-03-2020
18,1,Armamar,,28-03-2020
1,4,Arouca,8,28-03-2020
7,2,Arraiolos,,28-03-2020
12,2,Arronches,,28-03-2020
11,2,Arruda dos Vinhos,,28-03-2020
1,5,Aveiro,62,28-03-2020
12,3,Avis,,28-03-2020
11,3,Azambuja,,28-03-2020
13,2,Baião,,28-03-2020
3,2,Barcelos,20,28-03-2020
2,4,Barrancos,,28-03-2020
15,4,Barreiro,18,28-03-2020
10,4,Batalha,,28-03-2020
2,5,Beja,,28-03-2020
5,1,Belmonte,,28-03-2020
14,5,Benavente,6,28-03-2020
10,5,Bombarral,,28-03-2020
7,3,Borba,,28-03-2020
17,2,Boticas,,28-03-2020
3,3,Braga,152,28-03-2020
4,2,Bragança,25,28-03-2020
3,4,Cabeceiras de Basto,,28-03-2020
11,4,Cadaval,,28-03-2020
10,6,Caldas da Rainha,8,28-03-2020
31,1,Calheta (Madeira),,28-03-2020
45,1,Calheta (São Jorge),4,28-03-2020
16,2,Caminha,3,28-03-2020
12,4,Campo Maior,,28-03-2020
6,2,Cantanhede,7,28-03-2020
4,3,Carrazeda de Ansiães,3,28-03-2020
18,2,Carregal do Sal,,28-03-2020
14,6,Cartaxo,13,28-03-2020
11,5,Cascais,81,28-03-2020
10,7,Castanheira de Pêra,,28-03-2020
5,2,Castelo Branco,,28-03-2020
1,6,Castelo de Paiva,,28-03-2020
12,5,Castelo de Vide,,28-03-2020
18,3,Castro Daire,,28-03-2020
8,4,Castro Marim,,28-03-2020
2,6,Castro Verde,,28-03-2020
9,3,Celorico da Beira,,28-03-2020
3,5,Celorico de Basto,,28-03-2020
14,7,Chamusca,,28-03-2020
17,3,Chaves,10,28-03-2020
18,4,Cinfães,,28-03-2020
6,3,Coimbra,110,28-03-2020
6,4,Condeixa-a-Nova,6,28-03-2020
14,8,Constância,,28-03-2020
14,9,Coruche,4,28-03-2020
49,1,Corvo,,28-03-2020
5,3,Covilhã,,28-03-2020
12,6,Crato,,28-03-2020
2,7,Cuba,,28-03-2020
31,2,Câmara de Lobos,4,28-03-2020
12,7,Elvas,,28-03-2020
14,10,Entroncamento,,28-03-2020
1,7,Espinho,18,28-03-2020
3,6,Esposende,7,28-03-2020
1,8,Estarreja,15,28-03-2020
7,4,Estremoz,,28-03-2020
3,7,Fafe,5,28-03-2020
8,5,Faro,26,28-03-2020
13,3,Felgueiras,26,28-03-2020
2,8,Ferreira do Alentejo,,28-03-2020
14,11,Ferreira do Zêzere,,28-03-2020
6,5,Figueira da Foz,3,28-03-2020
9,4,Figueira de Castelo Rodrigo,,28-03-2020
10,8,Figueiró dos Vinhos,,28-03-2020
9,5,Fornos de Algodres,,28-03-2020
4,4,Freixo de Espada à Cinta,,28-03-2020
12,8,Fronteira,,28-03-2020
31,3,Funchal,16,28-03-2020
5,4,Fundão,,28-03-2020
12,9,Gavião,,28-03-2020
14,12,Golegã,,28-03-2020
13,4,Gondomar,153,28-03-2020
9,6,Gouveia,,28-03-2020
15,5,Grândola,6,28-03-2020
9,7,Guarda,,28-03-2020
3,8,Guimarães,51,28-03-2020
6,6,Góis,,28-03-2020
47,1,Horta,4,28-03-2020
5,5,Idanha-a-Nova,,28-03-2020
8,6,Lagoa (Algarve),3,28-03-2020
42,1,Lagoa (São Miguel),,28-03-2020
8,7,Lagos,,28-03-2020
48,1,Lajes das Flores,,28-03-2020
46,1,Lajes do Pico,,28-03-2020
18,5,Lamego,,28-03-2020
10,9,Leiria,7,28-03-2020
11,6,Lisboa,366,28-03-2020
8,8,Loulé,13,28-03-2020
11,7,Loures,57,28-03-2020
11,8,Lourinhã,,28-03-2020
13,5,Lousada,38,28-03-2020
6,7,Lousã,,28-03-2020
4,5,Macedo de Cavaleiros,4,28-03-2020
31,4,Machico,,28-03-2020
46,2,Madalena,3,28-03-2020
11,9,Mafra,24,28-03-2020
13,6,Maia,219,28-03-2020
18,6,Mangualde,,28-03-2020
9,8,Manteigas,,28-03-2020
13,7,Marco de Canaveses,9,28-03-2020
10,10,Marinha Grande,7,28-03-2020
12,10,Marvão,,28-03-2020
13,8,Matosinhos,189,28-03-2020
14,13,Mação,,28-03-2020
1,11,Mealhada,,28-03-2020
9,9,Meda,,28-03-2020
16,3,Melgaço,,28-03-2020
17,4,Mesão Frio,,28-03-2020
6,8,Mira,,28-03-2020
6,9,Miranda do Corvo,,28-03-2020
4,6,Miranda do Douro,,28-03-2020
4,7,Mirandela,8,28-03-2020
4,8,Mogadouro,,28-03-2020
18,7,Moimenta da Beira,,28-03-2020
15,6,Moita,10,28-03-2020
8,9,Monchique,,28-03-2020
17,5,Mondim de Basto,,28-03-2020
12,11,Monforte,,28-03-2020
17,6,Montalegre,,28-03-2020
7,6,Montemor-o-Novo,,28-03-2020
6,10,Montemor-o-Velho,8,28-03-2020
15,7,Montijo,9,28-03-2020
16,4,Monção,3,28-03-2020
7,7,Mora,,28-03-2020
18,8,Mortágua,,28-03-2020
2,10,Moura,,28-03-2020
7,8,Mourão,,28-03-2020
1,12,Murtosa,5,28-03-2020
17,7,Murça,,28-03-2020
2,9,Mértola,,28-03-2020
10,11,Nazaré,,28-03-2020
18,9,Nelas,4,28-03-2020
12,12,Nisa,,28-03-2020
42,2,Nordeste,,28-03-2020
2,11,Odemira,,28-03-2020
11,16,Odivelas,46,28-03-2020
11,10,Oeiras,47,28-03-2020
5,6,Oleiros,,28-03-2020
8,10,Olhão,,28-03-2020
1,13,Oliveira de Azeméis,46,28-03-2020
18,10,Oliveira de Frades,3,28-03-2020
1,14,Oliveira do Bairro,7,28-03-2020
6,11,Oliveira do Hospital,,28-03-2020
2,12,Ourique,,28-03-2020
14,21,Ourém,4,28-03-2020
1,15,Ovar,145,28-03-2020
15,8,Palmela,5,28-03-2020
6,12,Pampilhosa da Serra,,28-03-2020
13,10,Paredes,21,28-03-2020
16,5,Paredes de Coura,,28-03-2020
13,9,Paços de Ferreira,22,28-03-2020
10,13,Pedrógão Grande,,28-03-2020
6,13,Penacova,3,28-03-2020
13,11,Penafiel,13,28-03-2020
18,11,Penalva do Castelo,,28-03-2020
5,7,Penamacor,,28-03-2020
18,12,Penedono,,28-03-2020
6,14,Penela,,28-03-2020
10,14,Peniche,,28-03-2020
17,8,Peso da Régua,,28-03-2020
9,10,Pinhel,,28-03-2020
10,15,Pombal,13,28-03-2020
42,3,Ponta Delgada,,28-03-2020
