concelho,casos,dia
Funchal,26,18-04-2020
Oeiras,191,18-04-2020
Góis,9,18-04-2020
Gondomar,820,18-04-2020
Gouveia,17,18-04-2020
Grândola,7,18-04-2020
Vila Nova de Gaia,1005,18-04-2020
Guarda,18,18-04-2020
Vila Nova de Poiares,3,18-04-2020
Guimarães,388,18-04-2020
Seia,8,18-04-2020
Horta,6,18-04-2020
Seixal,143,18-04-2020
Ílhavo,91,18-04-2020
Lagoa (Faro),4,18-04-2020
Lagos,3,18-04-2020
Lamego,28,18-04-2020
Leiria,53,18-04-2020
Lisboa,1033,18-04-2020
Loulé,52,18-04-2020
Loures,251,18-04-2020
Lourinhã,5,18-04-2020
Lousã,8,18-04-2020
Lousada,139,18-04-2020
Macedo de Cavaleiros,19,18-04-2020
Madalena,5,18-04-2020
Mafra,65,18-04-2020
Maia,744,18-04-2020
Mangualde,53,18-04-2020
Manteigas,3,18-04-2020
Marco de Canaveses,52,18-04-2020
Marinha Grande,14,18-04-2020
Matosinhos,860,18-04-2020
Mealhada,15,18-04-2020
Melgaço,31,18-04-2020
Mira,3,18-04-2020
Miranda do Corvo,11,18-04-2020
Miranda do Douro,4,18-04-2020
Vale de Cambra,85,18-04-2020
Mirandela,16,18-04-2020
Valença,7,18-04-2020
Moimenta da Beira,10,18-04-2020
Resende,59,18-04-2020
Moita,60,18-04-2020
Monção,54,18-04-2020
Sabrosa,4,18-04-2020
Velas,6,18-04-2020
Salvaterra de Magos,7,18-04-2020
Viana do Castelo,127,18-04-2020
Vieira do Minho,24,18-04-2020
Santa Cruz,6,18-04-2020
Vila da Praia da Vitória,7,18-04-2020
Santa Maria da Feira,323,18-04-2020
Vila do Conde,191,18-04-2020
Sta. Marta Penaguião,3,18-04-2020
Vila Flor,5,18-04-2020
Santarém,59,18-04-2020
Vila Franca de Xira,91,18-04-2020
Vila Nova da Barquinha,3,18-04-2020
Santo Tirso,232,18-04-2020
Olhão,13,18-04-2020
São João da Madeira,52,18-04-2020
Oliveira de Azeméis,149,18-04-2020
São Pedro do Sul,8,18-04-2020
Oliveira de Frades,6,18-04-2020
Oliveira do Bairro,16,18-04-2020
Oliveira do Hospital,10,18-04-2020
Ourém,28,18-04-2020
Ovar,504,18-04-2020
Paços de Ferreira,194,18-04-2020
Serpa,18,18-04-2020
Palmela,19,18-04-2020
Sertã,3,18-04-2020
Paredes,192,18-04-2020
Vila Verde,117,18-04-2020
Paredes de Coura,6,18-04-2020
Vimioso,8,18-04-2020
Pedrógão Grande,3,18-04-2020
Penacova,12,18-04-2020
Penafiel,112,18-04-2020
Penela,3,18-04-2020
Peniche,8,18-04-2020
Peso da Régua,47,18-04-2020
Pinhel,24,18-04-2020
Pombal,38,18-04-2020
Ponta Delgada,7,18-04-2020
Ponta do Sol,5,18-04-2020
Ponte da Barca,4,18-04-2020
Ponte de Lima,22,18-04-2020
Portalegre,4,18-04-2020
Portimão,32,18-04-2020
Trancoso,17,18-04-2020
Porto Santo,5,18-04-2020
Trofa,105,18-04-2020
Vagos,15,18-04-2020
Póvoa de Varzim,80,18-04-2020
Reg. de Monsaraz,7,18-04-2020
Valpaços,5,18-04-2020
Santa Comba Dão,7,18-04-2020
Santiago do Cacém,13,18-04-2020
Vila Nova de Cerveira,6,18-04-2020
Vila Nova de Famalicão,259,18-04-2020
Vila Nova de Foz Côa,84,18-04-2020
São Roque do Pico,3,18-04-2020
Sátão,7,18-04-2020
Vila Pouca de Aguiar,3,18-04-2020
Sesimbra,20,18-04-2020
Setúbal,62,18-04-2020
Sever do Vouga,28,18-04-2020
Silves,21,18-04-2020
Sines,4,18-04-2020
Sintra,480,18-04-2020
Soure,18,18-04-2020
Tábua,22,18-04-2020
Tavira,33,18-04-2020
Terras de Bouro,8,18-04-2020
Tomar,10,18-04-2020
Tondela,10,18-04-2020
Torre de Moncorvo,23,18-04-2020
Torres Vedras,32,18-04-2020
Vila Real,147,18-04-2020
Vila Real Santo António,14,18-04-2020
Vinhais,18,18-04-2020
Viseu,72,18-04-2020
Vizela,52,18-04-2020
Vouzela,4,18-04-2020
Abrantes,7,19-04-2020
Águeda,42,19-04-2020
Albergaria-a-Velha,57,19-04-2020
Albufeira,63,19-04-2020
Alcácer do Sal,5,19-04-2020
Alcanena,6,19-04-2020
Alcobaça,12,19-04-2020
Alcochete,13,19-04-2020
Alenquer,15,19-04-2020
Alfândega da Fé,4,19-04-2020
Almada,161,19-04-2020
Almeida,6,19-04-2020
Almeirim,13,19-04-2020
Almodôvar,3,19-04-2020
Alpiarça,6,19-04-2020
Alvaiázere,25,19-04-2020
Amadora,225,19-04-2020
Amarante,60,19-04-2020
Amares,34,19-04-2020
Anadia,20,19-04-2020
Ansião,5,19-04-2020
Arcos de Valdevez,51,19-04-2020
Arganil,6,19-04-2020
Arouca,27,19-04-2020
Arruda dos Vinhos,4,19-04-2020
Aveiro,236,19-04-2020
Azambuja,5,19-04-2020
Baião,8,19-04-2020
Barcelos,174,19-04-2020
Barreiro,80,19-04-2020
Batalha,4,19-04-2020
Beja,9,19-04-2020
Benavente,28,19-04-2020
Bombarral,3,19-04-2020
Braga,848,19-04-2020
Bragança,94,19-04-2020
Cabeceiras de Basto,12,19-04-2020
Cadaval,4,19-04-2020
Caldas da Rainha,10,19-04-2020
Calheta (Açores),4,19-04-2020
Câmara de Lobos,18,19-04-2020
Caminha,13,19-04-2020
Cantanhede,43,19-04-2020
Carrazeda de Ansiães,5,19-04-2020
Carregal do Sal,11,19-04-2020
Cartaxo,22,19-04-2020
Cascais,285,19-04-2020
Castelo Branco,4,19-04-2020
Castelo de Paiva,8,19-04-2020
Castro Daire,101,19-04-2020
Castro Marim,3,19-04-2020
Celorico da Beira,8,19-04-2020
Celorico de Basto,13,19-04-2020
Torres Novas,10,19-04-2020
Chamusca,6,19-04-2020
Torres Vedras,30,19-04-2020
Chaves,21,19-04-2020
Porto de Mós,6,19-04-2020
Cinfães,8,19-04-2020
Porto Santo,5,19-04-2020
Coimbra,355,19-04-2020
Póvoa de Lanhoso,33,19-04-2020
Condeixa-a-Nova,60,19-04-2020
Coruche,24,19-04-2020
Covilhã,5,19-04-2020
Elvas,4,19-04-2020
Valongo,585,19-04-2020
Espinho,56,19-04-2020
Rio Maior,12,19-04-2020
Esposende,34,19-04-2020
Montemor-o-Velho,15,19-04-2020
Estarreja,56,19-04-2020
Montijo,41,19-04-2020
Évora,17,19-04-2020
Mortágua,4,19-04-2020
Fafe,61,19-04-2020
Moura,28,19-04-2020
Faro,56,19-04-2020
Murça,4,19-04-2020
Felgueiras,234,19-04-2020
Murtosa,7,19-04-2020
Figueira da Foz,18,19-04-2020
Nelas,14,19-04-2020
Fig. de Castelo Rodrigo,3,19-04-2020
Óbidos,3,19-04-2020
Figueiró dos Vinhos,4,19-04-2020
Odivelas,163,19-04-2020
Funchal,26,19-04-2020
Oeiras,196,19-04-2020
Góis,9,19-04-2020
Gondomar,834,19-04-2020
Gouveia,17,19-04-2020
Grândola,7,19-04-2020
Vila Nova de Gaia,1035,19-04-2020
Guarda,18,19-04-2020
Vila Nova de Poiares,3,19-04-2020
Guimarães,398,19-04-2020
Seia,8,19-04-2020
Ílhavo,91,19-04-2020
Lagoa (Faro),4,19-04-2020
Lagos,3,19-04-2020
Lamego,29,19-04-2020
Leiria,54,19-04-2020
Lisboa,1038,19-04-2020
Loulé,53,19-04-2020
Loures,257,19-04-2020
Lourinhã,5,19-04-2020
Lousã,8,19-04-2020
Lousada,144,19-04-2020
Macedo de Cavaleiros,19,19-04-2020
Madalena,5,19-04-2020
Mafra,65,19-04-2020
Maia,744,19-04-2020
Mangualde,60,19-04-2020
Manteigas,3,19-04-2020
Marco de Canaveses,55,19-04-2020
Marinha Grande,14,19-04-2020
Matosinhos,875,19-04-2020
Mealhada,13,19-04-2020
Melgaço,32,19-04-2020
Mira,3,19-04-2020
Miranda do Corvo,12,19-04-2020
Miranda do Douro,6,19-04-2020
Vale de Cambra,91,19-04-2020
Mirandela,16,19-04-2020
Valença,7,19-04-2020
Moimenta da Beira,11,19-04-2020
Resende,59,19-04-2020
Moita,60,19-04-2020
Monção,54,19-04-2020
Sabrosa,4,19-04-2020
Velas,6,19-04-2020
Salvaterra de Magos,7,19-04-2020
Viana do Castelo,128,19-04-2020
Santa Comba Dão,8,19-04-2020
Santa Cruz,6,19-04-2020
Vila da Praia da Vitória,7,19-04-2020
Santa Maria da Feira,338,19-04-2020
Vila do Conde,197,19-04-2020
Santa Marta de Penaguião,3,19-04-2020
Vila Flor,5,19-04-2020
Santarém,60,19-04-2020
Vila Franca de Xira,99,19-04-2020
Santiago do Cacém,13,19-04-2020
Santo Tirso,246,19-04-2020
Olhão,14,19-04-2020
São João da Madeira,52,19-04-2020
Oliveira de Azeméis,149,19-04-2020
São Pedro do Sul,8,19-04-2020
Oliveira de Frades,7,19-04-2020
Oliveira do Bairro,18,19-04-2020
Oliveira do Hospital,10,19-04-2020
Ourém,29,19-04-2020
Ovar,511,19-04-2020
Seixal,138,19-04-2020
Paços de Ferreira,203,19-04-2020
Serpa,18,19-04-2020
Palmela,19,19-04-2020
Sertã,4,19-04-2020
Paredes,203,19-04-2020
Vila Verde,127,19-04-2020
Paredes de Coura,7,19-04-2020
Vimioso,8,19-04-2020
Pedrógão Grande,3,19-04-2020
Penacova,13,19-04-2020
Penafiel,119,19-04-2020
Penela,3,19-04-2020
Peniche,9,19-04-2020
Peso da Régua,47,19-04-2020
Pinhel,23,19-04-2020
Pombal,39,19-04-2020
Ponta Delgada,7,19-04-2020
Ponta do Sol,5,19-04-2020
Ponte da Barca,5,19-04-2020
Ponte de Lima,22,19-04-2020
Portalegre,6,19-04-2020
Portimão,33,19-04-2020
Porto,1059,19-04-2020
Trancoso,17,19-04-2020
Trofa,105,19-04-2020
Vagos,15,19-04-2020
Póvoa de Varzim,87,19-04-2020
Reguengos de Monsaraz,7,19-04-2020
Valpaços,5,19-04-2020
Vila Nova da Barquinha,3,19-04-2020
Vila Nova de Cerveira,6,19-04-2020
Vila Nova de Famalicão,270,19-04-2020
Vila Nova de Foz Côa,82,19-04-2020
São Roque do Pico,3,19-04-2020
Sátão,7,19-04-2020
Vila Pouca de Aguiar,3,19-04-2020
Vila Real,147,19-04-2020
Sesimbra,20,19-04-2020
Setúbal,61,19-04-2020
Sever do Vouga,28,19-04-2020
Silves,21,19-04-2020
Sines,4,19-04-2020
Sintra,493,19-04-2020
Soure,18,19-04-2020
Tábua,24,19-04-2020
Tavira,33,19-04-2020
Terras de Bouro,8,19-04-2020
Tomar,10,19-04-2020
Tondela,13,19-04-2020
Torre de Moncorvo,23,19-04-2020
Vieira do Minho,26,19-04-2020
Vila Real de Santo António,14,19-04-2020
Vinhais,23,19-04-2020
Viseu,74,19-04-2020
Vizela,53,19-04-2020
Vouzela,5,19-04-2020
